Name,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP,GS,MPG,OREB,DREB,REB,RPG,GP,GS,AST,APG,TO,TOPG,A/TO,GP,GS,STL,SPG,GP,GS,BLK,BPG
Trent McLaughlin,https://www.cbssports.com/college-basketball/players/26777771/trent-mclaughlin/,G,NAU,34,34,36.6,22.0,258,612,42.2,99,288,34.4,134,185,72.4,34,34,36.6,15,107,122,3.6,34,34,112,3.3,60,1.8,1.9,34,34,58,1.70,34,34,8,0.20
Trent Middleton Jr.,https://www.cbssports.com/college-basketball/players/29231580/trent-middleton-jr/,G,DEL,32,2,17.3,5.5,59,141,41.8,14,49,28.6,43,50,86.0,32,2,17.3,10,75,85,2.7,32,2,55,1.7,36,1.1,1.5,32,2,23,0.70,32,2,5,0.20
Trent Mosquera,https://www.cbssports.com/college-basketball/players/29232624/trent-mosquera/,G,LEMOYN,9,0,15.9,6.8,23,53,43.4,11,36,30.6,4,6,66.7,9,0,15.9,3,15,18,2.0,9,0,7,0.8,11,1.2,0.6,9,0,3,0.30,9,0,1,0.10
Trent Noah,https://www.cbssports.com/college-basketball/players/29559852/trent-noah/,F,UK,24,0,11.1,2.7,23,51,45.1,12,36,33.3,6,8,75.0,24,0,11.1,17,29,46,1.9,24,0,10,0.4,9,0.4,1.1,24,0,3,0.10,24,0,1,0.00
Trent Perry,https://www.cbssports.com/college-basketball/players/29556408/trent-perry/,G,UCLA,32,0,11.4,3.7,31,84,36.9,12,35,34.3,44,51,86.3,32,0,11.4,17,36,53,1.7,32,0,22,0.7,16,0.5,1.4,32,0,19,0.60,32,0,3,0.10
Trent Pierce,https://www.cbssports.com/college-basketball/players/29233935/trent-pierce/,G,MIZZOU,33,19,17,6.7,76,161,47.2,32,97,33.0,36,62,58.1,33,19,17,38,69,107,3.2,33,19,32,1.0,21,0.6,1.5,33,19,21,0.60,33,19,6,0.20
Trent Scott,https://www.cbssports.com/college-basketball/players/28955447/trent-scott/,G,MOREHD,25,0,13.6,3.0,30,67,44.8,0,5,0.0,15,36,41.7,25,0,13.6,23,36,59,2.4,25,0,30,1.2,18,0.7,1.7,25,0,16,0.60,25,0,0,0.00
Trevan Leonhardt,https://www.cbssports.com/college-basketball/players/28953695/trevan-leonhardt/,G,UTVALL,34,34,27.6,5.8,71,154,46.1,26,68,38.2,29,36,80.6,34,34,27.6,33,115,148,4.4,34,34,178,5.2,53,1.6,3.4,34,34,55,1.60,34,34,9,0.30
Trevin Knell,https://www.cbssports.com/college-basketball/players/3142216/trevin-knell/,G,BYU,36,29,20.3,9.2,107,226,47.3,75,175,42.9,41,56,73.2,36,29,20.3,16,69,85,2.4,36,29,45,1.3,29,0.8,1.6,36,29,34,0.90,36,29,3,0.10
Trevion LaBeaux,https://www.cbssports.com/college-basketball/players/29555889/trevion-labeaux/,F,ECU,31,26,21.3,3.0,35,72,48.6,10,28,35.7,13,25,52.0,31,26,21.3,50,75,125,4.0,31,26,31,1.0,21,0.7,1.5,31,26,21,0.70,31,26,31,1.00
Trevon Brazile,https://www.cbssports.com/college-basketball/players/26776691/trevon-brazile/,F,ARK,34,13,20.8,6.8,90,150,60.0,24,66,36.4,27,51,52.9,34,13,20.8,51,133,184,5.4,34,13,24,0.7,35,1.0,0.7,34,13,26,0.80,34,13,38,1.10
Trevor Baskin,https://www.cbssports.com/college-basketball/players/29556255/trevor-baskin/,F,COLO,35,12,19.5,7.0,83,165,50.3,6,25,24.0,74,112,66.1,35,12,19.5,56,112,168,4.8,35,12,63,1.8,64,1.8,1.0,35,12,33,0.90,35,12,26,0.70
Trevor Best,https://www.cbssports.com/college-basketball/players/29662967/trevor-best/,G,ARIZST,11,0,12.6,3.6,13,32,40.6,6,15,40.0,8,12,66.7,11,0,12.6,3,7,10,0.9,11,0,6,0.5,5,0.5,1.2,11,0,3,0.30,11,0,0,0.00
Trevor Hennig,https://www.cbssports.com/college-basketball/players/29560068/trevor-hennig/,G,WEBER,34,11,21.4,7.8,86,191,45.0,23,73,31.5,69,86,80.2,34,11,21.4,6,64,70,2.1,34,11,37,1.1,35,1.0,1.1,34,11,23,0.70,34,11,5,0.10
Trevor Mullin,https://www.cbssports.com/college-basketball/players/29232894/trevor-mullin/,G,YALE,30,4,11.3,3.1,34,80,42.5,14,43,32.6,10,12,83.3,30,4,11.3,3,31,34,1.1,30,4,24,0.8,17,0.6,1.4,30,4,10,0.30,30,4,1,0.00
Trevor Smith,https://www.cbssports.com/college-basketball/players/29246485/trevor-smith/,G,HAMP,33,2,11.7,4.1,40,130,30.8,20,80,25.0,36,50,72.0,33,2,11.7,4,28,32,1.0,33,2,36,1.1,26,0.8,1.4,33,2,14,0.40,33,2,0,0.00
Trey Alfonso,https://www.cbssports.com/college-basketball/players/26775962/trey-alfonso/,G,USM,13,1,2.4,0.6,2,4,50.0,1,3,33.3,3,4,75.0,13,1,2.4,5,3,8,0.6,13,1,4,0.3,2,0.2,2.0,13,1,2,0.20,13,1,0,0.00
Trey Autry,https://www.cbssports.com/college-basketball/players/29233593/trey-autry/,G,GWASH,34,19,26.3,10.4,109,239,45.6,64,166,38.6,71,88,80.7,34,19,26.3,21,105,126,3.7,34,19,34,1.0,29,0.9,1.2,34,19,33,1.00,34,19,1,0.00
Trey Boggess,https://www.cbssports.com/college-basketball/players/29557143/trey-boggess/,G,MURYST,3,0,1,0.7,1,1,100.0,0,0,—,0,0,—,3,0,1,0,0,0,0.0,3,0,0,0.0,0,0.0,—,3,0,1,0.30,3,0,0,0.00
Trey Bonham,https://www.cbssports.com/college-basketball/players/3177669/trey-bonham/,G,CHATT,38,38,30.8,14.6,195,424,46.0,67,191,35.1,97,116,83.6,38,38,30.8,19,156,175,4.6,38,38,105,2.8,61,1.6,1.7,38,38,52,1.40,38,38,12,0.30
Trey Campbell,https://www.cbssports.com/college-basketball/players/28955063/trey-campbell/,G,NIOWA,33,33,29.5,11.3,132,318,41.5,72,168,42.9,38,47,80.9,33,33,29.5,16,124,140,4.2,33,33,98,3.0,52,1.6,1.9,33,33,46,1.40,33,33,18,0.50
Trey Deveaux,https://www.cbssports.com/college-basketball/players/29558064/trey-deveaux/,F,WILL,29,14,23.7,9.0,88,200,44.0,18,48,37.5,68,83,81.9,29,14,23.7,39,93,132,4.6,29,14,34,1.2,45,1.6,0.8,29,14,17,0.60,29,14,8,0.30
Trey Edmonds,https://www.cbssports.com/college-basketball/players/26776667/trey-edmonds/,F,MINN,23,0,8.8,2.6,24,46,52.2,0,0,—,12,33,36.4,23,0,8.8,17,38,55,2.4,23,0,4,0.2,12,0.5,0.3,23,0,2,0.10,23,0,5,0.20
Trey Fort,https://www.cbssports.com/college-basketball/players/26540523/trey-fort/,G,SAMFORD,33,33,24.5,14.6,168,375,44.8,80,211,37.9,65,89,73.0,33,33,24.5,38,92,130,3.9,33,33,46,1.4,36,1.1,1.3,33,33,28,0.80,33,33,10,0.30
Trey Galloway,https://www.cbssports.com/college-basketball/players/3177615/trey-galloway/,G,IND,32,20,28,8.8,108,256,42.2,37,113,32.7,27,42,64.3,32,20,28,24,50,74,2.3,32,20,149,4.7,79,2.5,1.9,32,20,20,0.60,32,20,6,0.20
Trey Green,https://www.cbssports.com/college-basketball/players/29231163/trey-green/,G,XAVIER,9,0,10.8,5.0,14,35,40.0,9,24,37.5,8,8,100.0,9,0,10.8,2,6,8,0.9,9,0,9,1.0,8,0.9,1.1,9,0,3,0.30,9,0,0,0.00
Trey Hall,https://www.cbssports.com/college-basketball/players/3177537/trey-hall/,F,UMES,12,6,15.2,2.8,12,41,29.3,3,18,16.7,6,10,60.0,12,6,15.2,7,17,24,2.0,12,6,6,0.5,13,1.1,0.5,12,6,4,0.30,12,6,1,0.10
Trey Hicks,https://www.cbssports.com/college-basketball/players/26777612/trey-hicks/,F,LONGWD,26,0,7.9,3.3,29,51,56.9,0,0,—,28,33,84.8,26,0,7.9,19,26,45,1.7,26,0,6,0.2,6,0.2,1.0,26,0,2,0.10,26,0,9,0.30
Trey Horton III,https://www.cbssports.com/college-basketball/players/29231370/trey-horton-iii/,G,UTEP,32,1,11.2,3.0,32,97,33.0,23,77,29.9,8,10,80.0,32,1,11.2,10,30,40,1.3,32,1,15,0.5,8,0.3,1.9,32,1,14,0.40,32,1,2,0.10
Trey Jackson III,https://www.cbssports.com/college-basketball/players/29251024/trey-jackson-iii/,G,MISSST,5,0,1.4,0.2,0,2,0.0,0,1,0.0,1,2,50.0,5,0,1.4,1,1,2,0.4,5,0,0,0.0,0,0.0,—,5,0,1,0.20,5,0,0,0.00
Trey Kaufman-Renn,https://www.cbssports.com/college-basketball/players/26779112/trey-kaufman-renn/,F,PURDUE,36,36,30.8,20.1,292,491,59.5,3,7,42.9,136,210,64.8,36,36,30.8,94,140,234,6.5,36,36,78,2.2,79,2.2,1.0,36,36,25,0.70,36,36,11,0.30
Trey Lewis,https://www.cbssports.com/college-basketball/players/28952642/trey-lewis/,G,IPFW,32,0,10.4,4.7,54,117,46.2,27,71,38.0,15,21,71.4,32,0,10.4,6,33,39,1.2,32,0,12,0.4,16,0.5,0.8,32,0,13,0.40,32,0,10,0.30
Trey Lewis,https://www.cbssports.com/college-basketball/players/29557341/trey-lewis/,G,FAMU,17,3,12.2,2.4,13,44,29.5,7,30,23.3,7,7,100.0,17,3,12.2,2,26,28,1.6,17,3,23,1.4,21,1.2,1.1,17,3,6,0.40,17,3,1,0.10
Trey Miller,https://www.cbssports.com/college-basketball/players/28953239/trey-miller/,G,TEXPA,31,29,29,10.0,122,270,45.2,18,68,26.5,48,70,68.6,31,29,29,29,52,81,2.6,31,29,133,4.3,80,2.6,1.7,31,29,36,1.20,31,29,5,0.20
Trey Moss,https://www.cbssports.com/college-basketball/players/26779055/trey-moss/,G,GWASH,29,15,16,4.7,47,125,37.6,18,75,24.0,25,32,78.1,29,15,16,11,44,55,1.9,29,15,23,0.8,18,0.6,1.3,29,15,12,0.40,29,15,0,0.00
Trey O'Neil,https://www.cbssports.com/college-basketball/players/29558013/trey-oneil/,G,ELON,12,0,7.3,1.6,6,20,30.0,5,17,29.4,2,4,50.0,12,0,7.3,1,3,4,0.3,12,0,8,0.7,9,0.8,0.9,12,0,2,0.20,12,0,0,0.00
Trey Parker,https://www.cbssports.com/college-basketball/players/29556660/trey-parker/,G,NCST,27,1,11.9,4.6,48,117,41.0,20,56,35.7,9,12,75.0,27,1,11.9,16,22,38,1.4,27,1,30,1.1,26,1.0,1.2,27,1,14,0.50,27,1,4,0.10
Trey Patterson,https://www.cbssports.com/college-basketball/players/26626297/trey-patterson/,F,RICE,10,6,16.9,3.8,10,35,28.6,2,12,16.7,16,22,72.7,10,6,16.9,14,29,43,4.3,10,6,2,0.2,8,0.8,0.3,10,6,6,0.60,10,6,0,0.00
Trey Pettigrew,https://www.cbssports.com/college-basketball/players/28956059/trey-pettigrew/,G,EMICH,22,6,10.9,1.9,16,40,40.0,5,18,27.8,5,10,50.0,22,6,10.9,7,22,29,1.3,22,6,11,0.5,7,0.3,1.6,22,6,6,0.30,22,6,0,0.00
Trey Robinson,https://www.cbssports.com/college-basketball/players/3178321/trey-robinson/,G,NKY,33,32,30.7,15.5,183,381,48.0,26,85,30.6,120,182,65.9,33,32,30.7,71,124,195,5.9,33,32,64,1.9,61,1.8,1.0,33,32,53,1.60,33,32,14,0.40
Trey Stewart,https://www.cbssports.com/college-basketball/players/26787894/trey-stewart/,G,BYU,29,0,7.6,1.7,15,41,36.6,12,33,36.4,6,8,75.0,29,0,7.6,3,7,10,0.3,29,0,13,0.4,6,0.2,2.2,29,0,12,0.40,29,0,2,0.10
Trey Stuart,https://www.cbssports.com/college-basketball/players/28978525/trey-stuart/,G,TCU,2,0,1,0.0,0,1,0.0,0,0,—,0,0,—,2,0,1,0,1,1,0.5,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Trey Thomas,https://www.cbssports.com/college-basketball/players/26542903/trey-thomas/,G,BGREEN,26,26,30.3,11.2,101,268,37.7,50,145,34.5,39,52,75.0,26,26,30.3,11,52,63,2.4,26,26,58,2.2,37,1.4,1.6,26,26,25,1.00,26,26,3,0.10
Trey Thomas,https://www.cbssports.com/college-basketball/players/28955141/trey-thomas/,G,BCU,33,29,32.2,16.2,177,477,37.1,63,191,33.0,117,151,77.5,33,29,32.2,10,110,120,3.6,33,29,71,2.2,69,2.1,1.0,33,29,38,1.20,33,29,2,0.10
Trey Townsend,https://www.cbssports.com/college-basketball/players/3178210/trey-townsend/,F,ARIZ,35,30,20.9,8.2,109,220,49.5,16,48,33.3,54,68,79.4,35,30,20.9,55,83,138,3.9,35,30,35,1.0,39,1.1,0.9,35,30,11,0.30,35,30,7,0.20
Trey Utter,https://www.cbssports.com/college-basketball/players/28954166/trey-utter/,G,SMU,5,0,0.8,0.0,0,0,—,0,0,—,0,0,—,5,0,0.8,0,0,0,0.0,5,0,1,0.2,0,0.0,—,5,0,0,0.00,5,0,0,0.00
Trey Weiand,https://www.cbssports.com/college-basketball/players/29559486/trey-weiand/,G,SFTRPA,3,0,5,3.0,3,7,42.9,2,5,40.0,1,1,100.0,3,0,5,0,3,3,1.0,3,0,1,0.3,0,0.0,—,3,0,1,0.30,3,0,0,0.00
Trey Wilson,https://www.cbssports.com/college-basketball/players/29558562/trey-wilson/,G,MOUNT,24,0,4,0.9,6,16,37.5,2,6,33.3,8,13,61.5,24,0,4,5,13,18,0.8,24,0,4,0.2,12,0.5,0.3,24,0,5,0.20,24,0,2,0.10
Trey Woodyard,https://www.cbssports.com/college-basketball/players/26776829/trey-woodyard/,F,NH,6,6,26.2,6.3,14,29,48.3,1,6,16.7,9,14,64.3,6,6,26.2,9,13,22,3.7,6,6,17,2.8,7,1.2,2.4,6,6,3,0.50,6,6,1,0.20
Trey'Dez Green,https://www.cbssports.com/college-basketball/players/29557323/treydez-green/,F,LSU,6,0,6.8,1.8,5,12,41.7,0,4,0.0,1,2,50.0,6,0,6.8,2,8,10,1.7,6,0,0,0.0,2,0.3,0.0,6,0,0,0.00,6,0,1,0.20
Treysen Eaglestaff,https://www.cbssports.com/college-basketball/players/28952852/treysen-eaglestaff/,G,NDAK,33,33,31.8,18.9,204,490,41.6,84,234,35.9,131,165,79.4,33,33,31.8,17,75,92,2.8,33,33,79,2.4,74,2.2,1.1,33,33,35,1.10,33,33,5,0.20
Treyson Anderson,https://www.cbssports.com/college-basketball/players/29557122/treyson-anderson/,F,NDAKST,14,0,5.7,2.3,11,32,34.4,0,5,0.0,10,19,52.6,14,0,5.7,15,15,30,2.1,14,0,6,0.4,5,0.4,1.2,14,0,3,0.20,14,0,2,0.10
Treyton Thompson,https://www.cbssports.com/college-basketball/players/26778356/treyton-thompson/,F,STETSON,30,13,13.5,4.2,46,92,50.0,7,23,30.4,27,44,61.4,30,13,13.5,36,70,106,3.5,30,13,19,0.6,31,1.0,0.6,30,13,3,0.10,30,13,17,0.60
Tristan Gross,https://www.cbssports.com/college-basketball/players/29233794/tristan-gross/,G,STETSON,24,13,23.2,5.0,42,120,35.0,25,72,34.7,11,15,73.3,24,13,23.2,13,44,57,2.4,24,13,18,0.8,28,1.2,0.6,24,13,18,0.80,24,13,5,0.20
Tristen Guillouette,https://www.cbssports.com/college-basketball/players/29559174/tristen-guillouette/,C,FGC,33,4,7.4,2.4,31,51,60.8,0,0,—,16,31,51.6,33,4,7.4,29,38,67,2.0,33,4,6,0.2,16,0.5,0.4,33,4,14,0.40,33,4,16,0.50
Triston Wennersten,https://www.cbssports.com/college-basketball/players/29559573/triston-wennersten/,F,NJTECH,24,2,9,2.0,17,47,36.2,13,41,31.7,0,0,—,24,2,9,4,15,19,0.8,24,2,0,0.0,5,0.2,0.0,24,2,6,0.30,24,2,3,0.10
Triston Wilson,https://www.cbssports.com/college-basketball/players/29556810/triston-wilson/,G,PRESBY,30,1,9.9,2.5,25,52,48.1,5,18,27.8,20,22,90.9,30,1,9.9,9,36,45,1.5,30,1,21,0.7,15,0.5,1.4,30,1,12,0.40,30,1,0,0.00
Troy Cicero Jr.,https://www.cbssports.com/college-basketball/players/29231979/troy-cicero-jr/,G,LOYMD,18,0,5.8,1.6,10,26,38.5,4,14,28.6,4,7,57.1,18,0,5.8,1,3,4,0.2,18,0,6,0.3,5,0.3,1.2,18,0,4,0.20,18,0,1,0.10
Troy Cole Jr.,https://www.cbssports.com/college-basketball/players/29558727/troy-cole-jr/,G,SEMO,33,19,18.5,5.8,70,158,44.3,19,66,28.8,33,46,71.7,33,19,18.5,19,81,100,3.0,33,19,10,0.3,25,0.8,0.4,33,19,27,0.80,33,19,9,0.30
Troy D'Amico,https://www.cbssports.com/college-basketball/players/26777540/troy-damico/,F,DEPAUL,32,29,26.4,6.1,58,140,41.4,39,103,37.9,41,47,87.2,32,29,26.4,18,68,86,2.7,32,29,53,1.7,31,1.0,1.7,32,29,11,0.30,32,29,12,0.40
Troy Hupstead,https://www.cbssports.com/college-basketball/players/28954373/troy-hupstead/,F,TXARL,24,4,8.4,3.0,22,48,45.8,6,18,33.3,22,28,78.6,24,4,8.4,21,38,59,2.5,24,4,9,0.4,12,0.5,0.8,24,4,4,0.20,24,4,4,0.20
Troy McKoy Jr.,https://www.cbssports.com/college-basketball/players/29555994/troy-mckoy-jr/,G,CHIST,24,6,19.5,7.3,57,164,34.8,24,93,25.8,36,45,80.0,24,6,19.5,14,46,60,2.5,24,6,14,0.6,25,1.0,0.6,24,6,20,0.80,24,6,14,0.60
Tru Washington,https://www.cbssports.com/college-basketball/players/29234575/tru-washington/,G,NMEX,34,33,28.2,11.1,137,322,42.5,42,125,33.6,63,100,63.0,34,33,28.2,41,94,135,4.0,34,33,65,1.9,40,1.2,1.6,34,33,71,2.10,34,33,12,0.40
Truth Harris,https://www.cbssports.com/college-basketball/players/3177829/truth-harris/,G,RADFRD,33,17,22.1,8.8,82,208,39.4,39,89,43.8,89,110,80.9,33,17,22.1,15,60,75,2.3,33,17,57,1.7,51,1.5,1.1,33,17,34,1.00,33,17,3,0.10
Tsvet Sotirov,https://www.cbssports.com/college-basketball/players/29234452/tsvet-sotirov/,F,NILL,27,14,20.9,5.4,50,136,36.8,39,112,34.8,6,11,54.5,27,14,20.9,11,55,66,2.4,27,14,15,0.6,12,0.4,1.3,27,14,11,0.40,27,14,12,0.40
Tucker Anderson,https://www.cbssports.com/college-basketball/players/29232060/tucker-anderson/,F,UTAHST,34,9,16.9,5.8,68,181,37.6,38,129,29.5,24,29,82.8,34,9,16.9,22,46,68,2.0,34,9,23,0.7,12,0.4,1.9,34,9,14,0.40,34,9,12,0.40
Tucker DeVries,https://www.cbssports.com/college-basketball/players/26777207/tucker-devries/,G,WVU,8,8,34.5,14.9,35,85,41.2,26,55,47.3,23,28,82.1,8,8,34.5,5,34,39,4.9,8,8,22,2.8,15,1.9,1.5,8,8,14,1.80,8,8,12,1.50
Tunde Vahlberg Fasasi,https://www.cbssports.com/college-basketball/players/29233080/tunde-vahlberg-fasasi/,G,LSALLE,33,8,21,5.9,66,151,43.7,31,89,34.8,33,46,71.7,33,8,21,32,57,89,2.7,33,8,24,0.7,20,0.6,1.2,33,8,20,0.60,33,8,13,0.40
Tuongthach Gatkek,https://www.cbssports.com/college-basketball/players/26776922/tuongthach-gatkek/,F,ARKLR,30,30,29.2,9.1,113,199,56.8,0,0,—,47,81,58.0,30,30,29.2,67,123,190,6.3,30,30,68,2.3,48,1.6,1.4,30,30,50,1.70,30,30,45,1.50
Turner Buttry,https://www.cbssports.com/college-basketball/players/28951748/turner-buttry/,G,EKY,32,14,26.2,8.7,82,202,40.6,52,130,40.0,61,63,96.8,32,14,26.2,15,44,59,1.8,32,14,50,1.6,30,0.9,1.7,32,14,21,0.70,32,14,1,0.00
Ty Berry,https://www.cbssports.com/college-basketball/players/26541817/ty-berry/,G,NWEST,33,28,29.2,10.6,117,293,39.9,74,192,38.5,41,52,78.8,33,28,29.2,18,101,119,3.6,33,28,43,1.3,33,1.0,1.3,33,28,42,1.30,33,28,5,0.20
Ty Bevins,https://www.cbssports.com/college-basketball/players/29556213/ty-bevins/,G,GWASH,27,0,11.1,2.4,23,58,39.7,15,39,38.5,4,4,100.0,27,0,11.1,5,23,28,1.0,27,0,14,0.5,9,0.3,1.6,27,0,17,0.60,27,0,3,0.10
Ty Blake,https://www.cbssports.com/college-basketball/players/29233326/ty-blake/,G,ILLST,4,0,2.5,1.5,1,3,33.3,0,0,—,4,4,100.0,4,0,2.5,0,1,1,0.3,4,0,1,0.3,1,0.3,1.0,4,0,0,0.00,4,0,0,0.00
Ty Claude,https://www.cbssports.com/college-basketball/players/3142418/ty-claude/,F,UNC,20,1,5.1,1.2,9,18,50.0,0,0,—,6,14,42.9,20,1,5.1,15,16,31,1.6,20,1,1,0.1,3,0.2,0.3,20,1,3,0.20,20,1,1,0.10
Ty Davis,https://www.cbssports.com/college-basketball/players/29555361/ty-davis/,G,CREIGH,28,1,7,0.9,7,19,36.8,0,6,0.0,10,17,58.8,28,1,7,1,23,24,0.9,28,1,22,0.8,16,0.6,1.4,28,1,4,0.10,28,1,0,0.00
Ty Harper,https://www.cbssports.com/college-basketball/players/26587894/ty-harper/,G,YOUNG,34,34,26.9,10.2,112,269,41.6,44,128,34.4,80,101,79.2,34,34,26.9,20,81,101,3.0,34,34,59,1.7,47,1.4,1.3,34,34,30,0.90,34,34,4,0.10
Ty Iwanonkiw,https://www.cbssports.com/college-basketball/players/29558178/ty-iwanonkiw/,F,CORN,1,0,5,2.0,1,1,100.0,0,0,—,0,0,—,1,0,5,0,0,0,0.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Ty Pence,https://www.cbssports.com/college-basketball/players/29231772/ty-pence/,G,ILLST,36,19,23.2,7.4,92,178,51.7,29,79,36.7,54,65,83.1,36,19,23.2,25,120,145,4.0,36,19,49,1.4,40,1.1,1.2,36,19,22,0.60,36,19,4,0.10
Ty Robinson,https://www.cbssports.com/college-basketball/players/29559321/ty-robinson/,G,CARK,2,0,15.5,3.0,2,14,14.3,2,9,22.2,0,0,—,2,0,15.5,2,4,6,3.0,2,0,2,1.0,1,0.5,2.0,2,0,1,0.50,2,0,0,0.00
Ty-Laur Johnson,https://www.cbssports.com/college-basketball/players/29232420/ty-laur-johnson/,G,WAKE,29,19,23.6,6.1,57,163,35.0,14,58,24.1,49,59,83.1,29,19,23.6,10,45,55,1.9,29,19,79,2.7,66,2.3,1.2,29,19,43,1.50,29,19,8,0.30
Tybo Bailey,https://www.cbssports.com/college-basketball/players/29559630/tybo-bailey/,G,ECU,12,0,6.3,1.3,3,13,23.1,0,5,0.0,9,11,81.8,12,0,6.3,0,7,7,0.6,12,0,4,0.3,1,0.1,4.0,12,0,2,0.20,12,0,0,0.00
Tycen McDaniels,https://www.cbssports.com/college-basketball/players/29561951/tycen-mcdaniels/,G,ALCORN,22,2,7.5,2.0,15,22,68.2,0,0,—,14,17,82.4,22,2,7.5,11,14,25,1.1,22,2,8,0.4,9,0.4,0.9,22,2,12,0.50,22,2,8,0.40
Tye Dorset,https://www.cbssports.com/college-basketball/players/29559369/tye-dorset/,G,MERMAK,33,0,15.1,2.9,34,92,37.0,17,60,28.3,12,16,75.0,33,0,15.1,3,25,28,0.8,33,0,22,0.7,7,0.2,3.1,33,0,21,0.60,33,0,2,0.10
Tyem Freeman,https://www.cbssports.com/college-basketball/players/3142133/tyem-freeman/,G,ILLCHI,31,21,27,10.4,107,231,46.3,58,151,38.4,50,73,68.5,31,21,27,34,95,129,4.2,31,21,56,1.8,36,1.2,1.6,31,21,20,0.60,31,21,13,0.40
Tyeree Bryan,https://www.cbssports.com/college-basketball/players/28954256/tyeree-bryan/,G,SNCLRA,32,25,27.3,10.4,118,255,46.3,66,154,42.9,32,49,65.3,32,25,27.3,51,90,141,4.4,32,25,51,1.6,24,0.8,2.1,32,25,36,1.10,32,25,10,0.30
Tyje Kelton,https://www.cbssports.com/college-basketball/players/29231397/tyje-kelton/,F,WAGNER,29,19,24.2,5.3,53,158,33.5,44,130,33.8,5,6,83.3,29,19,24.2,29,84,113,3.9,29,19,18,0.6,13,0.4,1.4,29,19,18,0.60,29,19,1,0.00
Tylan Pope,https://www.cbssports.com/college-basketball/players/3141661/tylan-pope/,F,TEXST,32,32,25.4,16.4,184,342,53.8,13,33,39.4,144,179,80.4,32,32,25.4,74,132,206,6.4,32,32,18,0.6,54,1.7,0.3,32,32,21,0.70,32,32,45,1.40
Tylen Riley,https://www.cbssports.com/college-basketball/players/29266180/tylen-riley/,G,CALBPTST,24,9,19.2,7.5,56,150,37.3,14,50,28.0,55,67,82.1,24,9,19.2,9,54,63,2.6,24,9,49,2.0,38,1.6,1.3,24,9,26,1.10,24,9,8,0.30
Tyler Andrews,https://www.cbssports.com/college-basketball/players/28953839/tyler-andrews/,G,EKY,25,1,11,3.6,28,85,32.9,18,59,30.5,16,21,76.2,25,1,11,20,27,47,1.9,25,1,11,0.4,10,0.4,1.1,25,1,9,0.40,25,1,3,0.10
Tyler Beard,https://www.cbssports.com/college-basketball/players/26804202/tyler-beard/,G,CSN,33,3,21,6.0,71,181,39.2,28,74,37.8,28,38,73.7,33,3,21,13,81,94,2.8,33,3,108,3.3,61,1.8,1.8,33,3,24,0.70,33,3,3,0.10
Tyler Behrend,https://www.cbssports.com/college-basketball/players/29556954/tyler-behrend/,F,TULSA,16,0,4.2,1.2,8,22,36.4,1,12,8.3,2,3,66.7,16,0,4.2,5,13,18,1.1,16,0,0,0.0,7,0.4,0.0,16,0,0,0.00,16,0,1,0.10
Tyler Betsey,https://www.cbssports.com/college-basketball/players/29557521/tyler-betsey/,F,CINCY,34,0,11.1,3.3,40,112,35.7,26,81,32.1,7,13,53.8,34,0,11.1,18,33,51,1.5,34,0,10,0.3,9,0.3,1.1,34,0,1,0.00,34,0,4,0.10
Tyler Bilodeau,https://www.cbssports.com/college-basketball/players/28954652/tyler-bilodeau/,F,UCLA,33,33,26.5,13.5,171,345,49.6,38,95,40.0,66,92,71.7,33,33,26.5,48,103,151,4.6,33,33,48,1.5,38,1.2,1.3,33,33,29,0.90,33,33,11,0.30
Tyler Boston,https://www.cbssports.com/college-basketball/players/29559351/tyler-boston/,G,HOLY,10,9,30.1,9.1,29,64,45.3,9,11,81.8,24,34,70.6,10,9,30.1,4,24,28,2.8,10,9,38,3.8,29,2.9,1.3,10,9,9,0.90,10,9,1,0.10
Tyler Brelsford,https://www.cbssports.com/college-basketball/players/26542801/tyler-brelsford/,G,MOREHD,32,31,28.5,9.9,87,231,37.7,35,121,28.9,108,128,84.4,32,31,28.5,16,102,118,3.7,32,31,56,1.8,51,1.6,1.1,32,31,20,0.60,32,31,1,0.00
Tyler Bush,https://www.cbssports.com/college-basketball/players/29232879/tyler-bush/,F,GASOU,3,0,1.3,1.0,1,1,100.0,1,1,100.0,0,0,—,3,0,1.3,0,0,0,0.0,3,0,0,0.0,0,0.0,—,3,0,0,0.00,3,0,0,0.00
Tyler Caron,https://www.cbssports.com/college-basketball/players/29556903/tyler-caron/,F,OKLAST,7,0,2.3,1.1,3,5,60.0,2,4,50.0,0,0,—,7,0,2.3,0,2,2,0.3,7,0,0,0.0,3,0.4,0.0,7,0,3,0.40,7,0,1,0.10
Tyler Doyle,https://www.cbssports.com/college-basketball/players/29556273/tyler-doyle/,G,BELLAR,31,23,23.9,6.4,81,147,55.1,8,31,25.8,27,36,75.0,31,23,23.9,23,75,98,3.2,31,23,63,2.0,34,1.1,1.9,31,23,24,0.80,31,23,5,0.20
