name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP.1,GS.1,MPG.1,OREB,DREB,REB,RPG,GP.2,GS.2,AST,APG,TO,TOPG,A/TO,GP.3,GS.3,STL,SPG,GP.4,GS.4,BLK,BPG
Rodney Rice,https://www.on3.com/db/rodney-rice-101753/,SG,JR,6-4,205,DeMatha Catholic,"(Clinton, MD)",95.73,,Committed,Maryland,USC Trojans,https://www.cbssports.com/college-basketball/players/28953053/rodney-rice/,G,MD,36,32,31.1,13.8,167,385,43.4,80,214,37.4,83,102,81.4,36,32,31.1,21,59,80,2.2,36,32,74,2.1,39,1.1,1.9,36,32,25,0.70,36,32,2,0.10
Roko Maric,https://www.on3.com/db/roko-maric-250329/,PF,FR,6-10,220,Vancouver College Prep,"(Vancouver, BC)",,,Entered,South Carolina State,,https://www.cbssports.com/college-basketball/players/29569126/roko-maric/,F,SCST,6,0,4.2,1.3,4,9,44.4,0,0,—,0,0,—,6,0,4.2,3,4,7,1.2,6,0,1,0.2,1,0.2,1.0,6,0,2,0.30,6,0,0,0.00
Romad Dean,https://www.on3.com/db/romad-dean-150004/,SF,JR,6-7,190,Crestwood Prep,"(Toronto, ON)",,,Entered,Fordham,,https://www.cbssports.com/college-basketball/players/28955984/romad-dean/,F,FORD,33,32,26.4,6.9,79,182,43.4,38,111,34.2,32,44,72.7,33,32,26.4,43,141,184,5.6,33,32,26,0.8,32,1.0,0.8,33,32,20,0.60,33,32,13,0.40
Ruot Bijiek,https://www.on3.com/db/ruot-bijiek-102741/,SF,JR,6-8,185,Valley,"(West Des Moines, IA)",,,Entered,Bucknell,,https://www.cbssports.com/college-basketball/players/28951757/ruot-bijiek/,F,BUCK,33,33,28.7,8.8,104,234,44.4,44,133,33.1,39,48,81.3,33,33,28.7,32,94,126,3.8,33,33,38,1.2,32,1.0,1.2,33,33,20,0.60,33,33,25,0.80
Ryan Conwell,https://www.on3.com/db/ryan-conwell-147627/,SG,JR,6-3,190,Pike,"(Indianapolis, IN)",97.07,,Committed,Xavier,Louisville Cardinals,https://www.cbssports.com/college-basketball/players/28953419/ryan-conwell/,G,XAVIER,34,34,33,16.5,176,391,45.0,99,240,41.3,111,134,82.8,34,34,33,9,84,93,2.7,34,34,84,2.5,55,1.6,1.5,34,34,44,1.30,34,34,6,0.20
Ryan Cornish,https://www.on3.com/db/ryan-cornish-250345/,SG,SR,6-4,170,Sidwell Friends,"(Potomac, MD)",89.00,,Entered,Dartmouth,,https://www.cbssports.com/college-basketball/players/26807950/ryan-cornish/,G,DART,27,23,29.2,17.1,150,363,41.3,54,145,37.2,108,145,74.5,27,23,29.2,13,119,132,4.9,27,23,88,3.3,77,2.9,1.1,27,23,37,1.40,27,23,6,0.20
Ryan Forrest,https://www.on3.com/db/ryan-forrest-155496/,SG,SO,6-4,190,Link Academy,"(Marion, AR)",84.58,,Entered,North Carolina A&T,,https://www.cbssports.com/college-basketball/players/29234353/ryan-forrest/,G,NCAT,21,19,32.4,19.1,143,358,39.9,23,93,24.7,93,146,63.7,21,19,32.4,23,54,77,3.7,21,19,27,1.3,44,2.1,0.6,21,19,23,1.10,21,19,9,0.40
Ryan Jones,https://www.on3.com/db/ryan-jones-145541/,SF,FR,6-8,225,The Rock School,"(Gainesville, FL)",86.50,,Entered,Virginia Tech,,https://www.cbssports.com/college-basketball/players/29558631/ryan-jones-jr/,F,VATECH,5,0,2.2,1.2,3,5,60.0,0,2,0.0,0,0,—,5,0,2.2,1,1,2,0.4,5,0,0,0.0,0,0.0,—,5,0,0,0.00,5,0,0,0.00
Ryan Zan,https://www.on3.com/db/ryan-zan-174163/,PF,RS-SO,6-7,200,Rutgers Prep,"(Princeton, NJ)",,,Entered,La Salle,,https://www.cbssports.com/college-basketball/players/28952663/ryan-zan/,F,LSALLE,21,2,9.6,2.2,19,38,50.0,9,17,52.9,0,1,0.0,21,2,9.6,6,23,29,1.4,21,2,9,0.4,6,0.3,1.5,21,2,5,0.20,21,2,2,0.10
Rylan Griffen,https://www.on3.com/db/rylan-griffen-103977/,SG,JR,6-5,180,Richardson,"(Richardson, TX)",93.73,,Entered,Kansas,,https://www.cbssports.com/college-basketball/players/28955729/rylan-griffen/,G,KANSAS,33,20,20.1,6.3,70,188,37.2,41,122,33.6,27,40,67.5,33,20,20.1,15,54,69,2.1,33,20,46,1.4,30,0.9,1.5,33,20,9,0.30,33,20,9,0.30
Rylan Houck,https://www.on3.com/db/rylan-houck-147759/,SF,RS-SO,6-4,180,Oxford,"(Oxford, AL)",,,Entered,Lipscomb,,https://www.cbssports.com/college-basketball/players/28955531/rylan-houck/,F,LPSCMB,22,0,5.1,1.2,12,28,42.9,1,4,25.0,1,4,25.0,22,0,5.1,4,22,26,1.2,22,0,14,0.6,5,0.2,2.8,22,0,2,0.10,22,0,2,0.10
Sadaidriene Hall,https://www.on3.com/db/sadaidriene-hall-241332/,SF,SR,6-5,210,Sulphur Springs,"(Sulphur Springs, TX)",,,Entered,San Jose State,,https://www.cbssports.com/college-basketball/players/26615578/sadaidriene-hall/,F,SJST,34,28,25.2,8.1,108,233,46.4,20,62,32.3,39,48,81.3,34,28,25.2,34,141,175,5.1,34,28,59,1.7,49,1.4,1.2,34,28,44,1.30,34,28,12,0.40
Sam Alexis,https://www.on3.com/db/sam-alexis-241453/,PF,JR,6-9,260,Apopka,"(Apopka, FL)",93.88,,Entered,Florida,,https://www.cbssports.com/college-basketball/players/28954727/sam-alexis/,F,FLA,24,0,11.9,4.7,47,101,46.5,4,20,20.0,14,26,53.8,24,0,11.9,37,46,83,3.5,24,0,9,0.4,19,0.8,0.5,24,0,7,0.30,24,0,15,0.60
Sam Brown,https://www.on3.com/db/sam-brown-250233/,SG,SO,6-3,185,Lower Merion,"(Merion Station, PA)",89.00,,Entered,Pennsylvania,,https://www.cbssports.com/college-basketball/players/29232783/sam-brown/,G,PENN,27,26,33.1,13.9,125,296,42.2,52,151,34.4,72,86,83.7,27,26,33.1,17,72,89,3.3,27,26,61,2.3,39,1.4,1.6,27,26,20,0.70,27,26,4,0.10
Sam Lewis,https://www.on3.com/db/sam-lewis-174475/,SG,SO,6-5,210,Simeon,"(Chicago, IL)",92.35,,Committed,Toledo,Virginia Cavaliers,https://www.cbssports.com/college-basketball/players/29233350/sam-lewis/,G,TOLEDO,33,33,31.4,16.2,191,404,47.3,59,132,44.7,95,124,76.6,33,33,31.4,30,126,156,4.7,33,33,41,1.2,44,1.3,0.9,33,33,22,0.70,33,33,16,0.50
Sam Walters,https://www.on3.com/db/sam-walters-104586/,PF,SO,6-9,180,Villages Charter School,"(The Villages, FL)",90.90,,Committed,Michigan,SMU Mustangs,https://www.cbssports.com/college-basketball/players/29232825/sam-walters/,F,MICH,23,0,12.6,5.0,37,87,42.5,26,71,36.6,14,19,73.7,23,0,12.6,8,29,37,1.6,23,0,13,0.6,7,0.3,1.9,23,0,2,0.10,23,0,4,0.20
Samage Teel,https://www.on3.com/db/samage-teel-250309/,SG,SR,6-2,185,Farmville Central,"(Greenville, NC)",92.66,,Entered,Indiana State,,https://www.cbssports.com/college-basketball/players/29232552/samage-teel/,G,INDST,32,32,33.8,16.9,184,389,47.3,61,176,34.7,111,141,78.7,32,32,33.8,14,117,131,4.1,32,32,167,5.2,102,3.2,1.6,32,32,39,1.20,32,32,5,0.20
Sammie Yeanay,https://www.on3.com/db/sammie-yeanay-156610/,PF,FR,6-9,220,Compass Prep,"(Gainesville, FL)",92.25,,Committed,Grand Canyon University,California Golden Bears,https://www.cbssports.com/college-basketball/players/29555625/sammie-yeanay/,F,GC,5,0,5.4,2.6,6,10,60.0,1,2,50.0,0,2,0.0,5,0,5.4,3,4,7,1.4,5,0,0,0.0,3,0.6,0.0,5,0,1,0.20,5,0,1,0.20
Santiago Trouet,https://www.on3.com/db/santiago-trouet-250265/,PF,SO,6-10,218,American,(Buenos Aires),,,Committed,San Diego,Arizona State Sun Devils,https://www.cbssports.com/college-basketball/players/29254253/santiago-trouet/,F,USD,33,25,25.4,8.7,115,263,43.7,12,58,20.7,46,64,71.9,33,25,25.4,51,174,225,6.8,33,25,23,0.7,52,1.6,0.4,33,25,33,1.00,33,25,22,0.70
Savo Drezgic,https://www.on3.com/db/savo-drezgic-240127/,PG,FR,6-3,185,DME Academy,(Belgrade),89.82,,Entered,Georgia,,https://www.cbssports.com/college-basketball/players/29555997/savo-drezgic/,G,UGA,8,0,6.8,2.9,4,12,33.3,4,9,44.4,11,17,64.7,8,0,6.8,0,9,9,1.1,8,0,4,0.5,7,0.9,0.6,8,0,3,0.40,8,0,0,0.00
Scotty Middleton,https://www.on3.com/db/scotty-middleton-105274/,SF,SO,6-7,180,Sunrise Christian Academy,"(Miami, FL)",95.33,,Committed,Seton Hall,Tulane Green Wave,https://www.cbssports.com/college-basketball/players/29234154/scotty-middleton/,F,SETON,29,4,20.9,5.8,63,145,43.4,28,73,38.4,14,18,77.8,29,4,20.9,28,38,66,2.3,29,4,24,0.8,31,1.1,0.8,29,4,25,0.90,29,4,15,0.50
Sean Durugordon,https://www.on3.com/db/sean-durugordon-105402/,SF,SR,6-7,215,Putnam Science Academy,"(Queensbury, NY)",93.78,,Entered,Old Dominion,,https://www.cbssports.com/college-basketball/players/26615575/sean-durugordon/,G,ODU,35,34,32.2,15.7,183,408,44.9,32,100,32.0,150,190,78.9,35,34,32.2,136,182,318,9.1,35,34,31,0.9,64,1.8,0.5,35,34,43,1.20,35,34,19,0.50
Sean Moore,https://www.on3.com/db/sean-moore-180160/,PF,JR,6-4,275,Reynoldsburg,"(Columbus, OH)",89.00,,Entered,University of North Carolina Wilmington,,https://www.cbssports.com/college-basketball/players/28955345/sean-moore/,F,NCWILM,35,28,24.1,8.8,118,272,43.4,37,122,30.3,34,53,64.2,35,28,24.1,54,175,229,6.5,35,28,46,1.3,55,1.6,0.8,35,28,52,1.50,35,28,13,0.40
Sean Newman Jr.,https://www.on3.com/db/sean-newman-jr-250448/,PG,SR,6-1,165,Culver City,"(Los Angeles, CA)",,,Committed,Louisiana Tech,San Diego State Aztecs,https://www.cbssports.com/college-basketball/players/29231997/sean-newman-jr/,G,LATECH,31,30,33.3,9.9,95,246,38.6,35,114,30.7,83,99,83.8,31,30,33.3,7,63,70,2.3,31,30,245,7.9,92,3.0,2.7,31,30,26,0.80,31,30,9,0.30
Sean Smith,https://www.on3.com/db/sean-smith-250102/,SG,SR,6-3,185,Central,"(Louisville, KY)",84.00,,Entered,Western Illinois,,https://www.cbssports.com/college-basketball/players/29231679/sean-smith/,G,WILL,31,30,35,10.5,134,309,43.4,30,90,33.3,26,33,78.8,31,30,35,21,129,150,4.8,31,30,112,3.6,54,1.7,2.1,31,30,49,1.60,31,30,7,0.20
Sean Stewart,https://www.on3.com/db/sean-stewart-105663/,PF,SO,6-8,230,Montverde Academy,"(Orlando, FL)",97.93,,Entered,Ohio State,,https://www.cbssports.com/college-basketball/players/29232510/sean-stewart/,F,OHIOST,30,30,18.4,5.7,71,131,54.2,1,2,50.0,27,54,50.0,30,30,18.4,45,127,172,5.7,30,30,18,0.6,32,1.1,0.6,30,30,20,0.70,30,30,28,0.90
Sebastian Akins,https://www.on3.com/db/sebastian-akins-236477/,PG,FR,6-2,175,1 of 1 Academy,"(Charlotte, NC)",91.79,,Entered,Denver University,,https://www.cbssports.com/college-basketball/players/29559906/sebastian-akins/,G,DENVER,32,10,25.6,12.7,153,363,42.1,34,112,30.4,65,85,76.5,32,10,25.6,9,62,71,2.2,32,10,86,2.7,62,1.9,1.4,32,10,30,0.90,32,10,8,0.30
Sebastian Mack,https://www.on3.com/db/sebastian-mack-105760/,SG,SO,6-4,180,Coronado,"(Las Vegas, NV)",94.58,,Committed,UCLA,Missouri Tigers,https://www.cbssports.com/college-basketball/players/29232228/sebastian-mack/,G,UCLA,34,1,20.9,9.6,101,237,42.6,22,70,31.4,101,136,74.3,34,1,20.9,10,62,72,2.1,34,1,59,1.7,47,1.4,1.3,34,1,31,0.90,34,1,1,0.00
Sebastian Robinson,https://www.on3.com/db/sebastian-robinson-250388/,SG,SO,6-3,190,Roselle Catholic,"(Montclair, NJ)",88.00,,Entered,New Jersey Institute of Technology,,https://www.cbssports.com/college-basketball/players/29232747/sebastian-robinson/,G,NJTECH,29,29,33,12.0,127,367,34.6,14,74,18.9,81,109,74.3,29,29,33,14,85,99,3.4,29,29,99,3.4,84,2.9,1.2,29,29,23,0.80,29,29,8,0.30
Seifeldin Hendawy,https://www.on3.com/db/seifeldin-hendawy-240567/,SG,FR,6-6,185,NBA Academy Africa,(Cairo),90.00,,Entered,Loyola (Chi),,https://www.cbssports.com/college-basketball/players/29558763/seifeldin-hendawy/,G,LOYCHI,16,0,4.4,0.9,5,17,29.4,1,6,16.7,3,4,75.0,16,0,4.4,0,6,6,0.4,16,0,4,0.3,9,0.6,0.4,16,0,4,0.30,16,0,2,0.10
Sencire Harris,https://www.on3.com/db/sencire-harris-105898/,CG,RS-SO,6-3,160,St. Vincent-St. Mary,"(Akron, OH)",91.71,,Committed,West Virginia,Cincinnati Bearcats,https://www.cbssports.com/college-basketball/players/28951982/sencire-harris/,G,WVU,32,32,26.8,5.9,73,184,39.7,6,53,11.3,36,48,75.0,32,32,26.8,20,116,136,4.3,32,32,51,1.6,39,1.2,1.3,32,32,54,1.70,32,32,23,0.70
Seth Hubbard,https://www.on3.com/db/seth-hubbard-145573/,CG,JR,6-4,175,Huntington Prep,"(Alpharetta, GA)",88.00,,Entered,Toledo,,https://www.cbssports.com/college-basketball/players/28952816/seth-hubbard/,G,TOLEDO,33,0,21,8.4,92,243,37.9,16,90,17.8,77,90,85.6,33,0,21,19,79,98,3.0,33,0,43,1.3,23,0.7,1.9,33,0,24,0.70,33,0,6,0.20
Seydou Traore,https://www.on3.com/db/seydou-traore-242039/,CG,SO,6-7,215,Our Savior New American School,"(New York, NY)",89.00,,Entered,Iowa,,https://www.cbssports.com/college-basketball/players/29233038/seydou-traore/,F,IOWA,27,12,16.4,5.9,61,140,43.6,9,34,26.5,27,42,64.3,27,12,16.4,19,63,82,3.0,27,12,37,1.4,25,0.9,1.5,27,12,13,0.50,27,12,18,0.70
Shakeel Moore,https://www.on3.com/db/shakeel-moore-106232/,PG,SR,6-1,190,Moravian Prep,"(Greensboro, NC)",92.02,,Withdrawn,Kansas,Kansas,https://www.cbssports.com/college-basketball/players/3178208/shakeel-moore/,G,KANSAS,20,9,13.8,3.6,27,57,47.4,7,21,33.3,11,17,64.7,20,9,13.8,5,28,33,1.7,20,9,27,1.4,19,1.0,1.4,20,9,12,0.60,20,9,4,0.20
Shaqir O'Neal,https://www.on3.com/db/shaqir-oneal-106632/,SF,SR,6-7,185,Union Grove,"(McDonough, GA)",,,Committed,Florida A&M,Sacramento State Hornets,https://www.cbssports.com/college-basketball/players/26775680/shaqir-oneal/,F,FAMU,29,17,18.1,6.7,72,143,50.3,18,48,37.5,33,52,63.5,29,17,18.1,22,76,98,3.4,29,17,24,0.8,35,1.2,0.7,29,17,15,0.50,29,17,16,0.60
Shawn Phillips,https://www.on3.com/db/shawn-phillips-106944/,C,JR,7-0,245,Dream City Christian,"(Dayton, OH)",90.38,,Committed,Arizona State,Missouri Tigers,https://www.cbssports.com/college-basketball/players/28952720/shawn-phillips-jr/,C,ARIZST,31,12,17.9,5.4,67,117,57.3,0,0,—,33,55,60.0,31,12,17.9,47,114,161,5.2,31,12,18,0.6,42,1.4,0.4,31,12,6,0.20,31,12,34,1.10
Shawn Simmons,https://www.on3.com/db/shawn-simmons-106967/,SF,SO,6-7,200,Hillcrest Prep,"(Philadelphia, PA)",83.33,,Entered,Saint Joseph's University,,https://www.cbssports.com/college-basketball/players/29074301/shawn-simmons-ii/,F,STJOES,30,0,6.1,1.5,18,30,60.0,0,0,—,10,22,45.5,30,0,6.1,15,18,33,1.1,30,0,7,0.2,12,0.4,0.6,30,0,4,0.10,30,0,7,0.20
Silas Demary Jr.,https://www.on3.com/db/silas-demary-jr-150175/,PG,SO,6-5,180,Combine Academy,"(Charlotte, NC)",96.71,,Committed,Georgia,Connecticut Huskies,https://www.cbssports.com/college-basketball/players/29233269/silas-demary-jr/,G,UGA,33,33,31.5,13.5,130,328,39.6,58,155,37.4,127,158,80.4,33,33,31.5,24,105,129,3.9,33,33,103,3.1,75,2.3,1.4,33,33,56,1.70,33,33,6,0.20
Simeon Wilcher,https://www.on3.com/db/simeon-wilcher-107487/,SG,SO,6-4,185,Roselle Catholic,"(Roselle, NJ)",93.28,,Entered,St. John's,,https://www.cbssports.com/college-basketball/players/29230797/simeon-wilcher/,G,STJOHN,36,25,25.4,8.0,114,280,40.7,33,111,29.7,28,38,73.7,36,25,25.4,14,53,67,1.9,36,25,49,1.4,51,1.4,1.0,36,25,39,1.10,36,25,15,0.40
Sincere Parker,https://www.on3.com/db/sincere-parker-107547/,SG,SR,6-4,180,Compass Prep,"(Chandler, AZ)",91.63,,Committed,McNeese State,Memphis Tigers,https://www.cbssports.com/college-basketball/players/28953017/sincere-parker/,G,MCNSE,34,0,19.7,12.2,150,343,43.7,37,123,30.1,78,95,82.1,34,0,19.7,23,61,84,2.5,34,0,18,0.5,28,0.8,0.6,34,0,26,0.80,34,0,8,0.20
Sione Lose,https://www.on3.com/db/sione-lose-250253/,CG,RS-JR,6-4,180,Capital Christian,"(Sacramento, CA)",,,Entered,UC Davis,,https://www.cbssports.com/college-basketball/players/26779025/sione-lose/,G,UCDAV,26,7,13.8,1.3,9,29,31.0,1,4,25.0,14,22,63.6,26,7,13.8,16,30,46,1.8,26,7,20,0.8,19,0.7,1.1,26,7,15,0.60,26,7,6,0.20
Solomon Washington,https://www.on3.com/db/solomon-washington-107855/,SF,JR,6-6,190,G.W. Carver,"(New Orleans, LA)",92.65,,Committed,Texas A&M,Maryland Terrapins,https://www.cbssports.com/college-basketball/players/28953539/solomon-washington/,F,TEXAM,32,23,22.2,4.7,49,137,35.8,10,53,18.9,41,59,69.5,32,23,22.2,73,89,162,5.1,32,23,27,0.8,29,0.9,0.9,32,23,27,0.80,32,23,38,1.20
Spencer Elliott,https://www.on3.com/db/spencer-elliott-157629/,C,RS-FR,6-9,205,St. Pius X,"(Atlanta, GA)",82.25,,Entered,Tulane,,https://www.cbssports.com/college-basketball/players/29234211/spencer-elliott/,C,TULANE,16,0,5.4,0.9,6,13,46.2,0,2,0.0,3,10,30.0,16,0,5.4,6,12,18,1.1,16,0,4,0.3,10,0.6,0.4,16,0,1,0.10,16,0,2,0.10
Stanley Borden,https://www.on3.com/db/stanley-borden-148399/,C,SR,6-10,240,Istanbul International Community School,(Istanbul),,,Entered,Duke,,https://www.cbssports.com/college-basketball/players/26804232/stanley-borden/,C,DUKE,3,0,2.3,0.0,0,1,0.0,0,0,—,0,0,—,3,0,2.3,0,1,1,0.3,3,0,0,0.0,2,0.7,0.0,3,0,0,0.00,3,0,1,0.30
Steven Jamerson,https://www.on3.com/db/steven-jamerson-229377/,C,JR,6-10,210,Crespi,"(Los Angeles, CA)",90.32,,Entered,San Diego,,https://www.cbssports.com/college-basketball/players/29011150/steven-jamerson-ii/,C,USD,31,30,24,10.0,118,212,55.7,0,0,—,74,109,67.9,31,30,24,116,126,242,7.8,31,30,31,1.0,48,1.5,0.6,31,30,33,1.10,31,30,24,0.80
Stoney Hadnot,https://www.on3.com/db/stoney-hadnot-235862/,SG,FR,6-5,180,Cy Springs,"(Cypress, TX)",81.25,,Entered,South Dakota State,,https://www.cbssports.com/college-basketball/players/29556540/stoney-hadnot/,F,SDAKST,32,2,17.4,6.3,72,132,54.5,7,31,22.6,49,76,64.5,32,2,17.4,39,93,132,4.1,32,2,22,0.7,41,1.3,0.5,32,2,11,0.30,32,2,15,0.50
TJ Biel,https://www.on3.com/db/tj-biel-250172/,SG,SR,6-7,205,Edge School,"(Calgary, AB)",,,Entered,Southeast Missouri State,,https://www.cbssports.com/college-basketball/players/29233722/tj-biel/,G,SEMO,31,1,14,3.7,41,89,46.1,13,41,31.7,21,33,63.6,31,1,14,21,60,81,2.6,31,1,11,0.4,14,0.5,0.8,31,1,12,0.40,31,1,11,0.40
TJ Power,https://www.on3.com/db/tj-power-113134/,SF,SO,6-8,210,Worcester Academy,"(Shrewsbury, MA)",87.50,,Committed,Virginia,Pennsylvania Quakers,https://www.cbssports.com/college-basketball/players/29234995/tj-power/,F,UVA,24,5,9.3,1.3,9,44,20.5,6,33,18.2,8,8,100.0,24,5,9.3,5,20,25,1.0,24,5,14,0.6,12,0.5,1.2,24,5,2,0.10,24,5,4,0.20
TJ Simpkins,https://www.on3.com/db/tj-simpkins-250106/,SG,SO,6-5,185,Liberty Heights Athletic Institute,"(Brooklyn, NY)",91.61,,Committed,Elon,Seton Hall Pirates,https://www.cbssports.com/college-basketball/players/29559027/tj-simpkins/,G,ELON,29,12,29.3,14.6,125,306,40.8,26,99,26.3,146,180,81.1,29,12,29.3,35,76,111,3.8,29,12,85,2.9,64,2.2,1.3,29,12,45,1.60,29,12,11,0.40
TK Simpkins,https://www.on3.com/db/tk-simpkins-151100/,SG,JR,6-3,175,Liberty Heights Athletic Institute,"(Brooklyn, NY)",93.42,,Committed,Elon,Oregon Ducks,https://www.cbssports.com/college-basketball/players/29233260/tk-simpkins/,G,ELON,27,24,29.8,16.4,146,345,42.3,58,158,36.7,93,123,75.6,27,24,29.8,19,66,85,3.1,27,24,70,2.6,67,2.5,1.0,27,24,30,1.10,27,24,9,0.30
Tae Davis,https://www.on3.com/db/tae-davis-109690/,SF,JR,6-6,170,Warren Central,"(Indianapolis, IN)",94.37,,Committed,Notre Dame,Oklahoma Sooners,https://www.cbssports.com/college-basketball/players/28956086/tae-davis/,F,ND,33,33,30.8,15.1,169,355,47.6,16,53,30.2,144,199,72.4,33,33,30.8,62,113,175,5.3,33,33,59,1.8,69,2.1,0.9,33,33,20,0.60,33,33,2,0.10
Tafara Gapare,https://www.on3.com/db/tafara-gapare-109733/,PF,JR,6-9,205,South Kent School,"(Kent, CT)",87.00,,Entered,Maryland,,https://www.cbssports.com/college-basketball/players/28956398/tafara-gapare/,F,MD,32,0,10.4,3.4,39,83,47.0,13,35,37.1,18,29,62.1,32,0,10.4,12,49,61,1.9,32,0,6,0.2,17,0.5,0.4,32,0,12,0.40,32,0,24,0.80
Taje Kelly,https://www.on3.com/db/taje-kelly-250751/,PF,SR,6-7,240,Grayson,"(Atlanta, GA)",93.76,,Entered,Charleston Southern,,https://www.cbssports.com/college-basketball/players/26778281/taje-kelly/,F,CHARSO,31,30,36.6,20.5,234,471,49.7,19,60,31.7,149,242,61.6,31,30,36.6,73,203,276,8.9,31,30,64,2.1,99,3.2,0.6,31,30,24,0.80,31,30,12,0.40
Tanahj Pettway,https://www.on3.com/db/tanahj-pettway-110014/,PG,SR,5-11,170,Putnam Science Academy,"(Putnam, CT)",86.00,,Entered,Prairie View A&M,,https://www.cbssports.com/college-basketball/players/26776940/tanahj-pettway/,G,PVAM,30,30,31.2,17.0,179,406,44.1,51,155,32.9,102,149,68.5,30,30,31.2,38,65,103,3.4,30,30,35,1.2,83,2.8,0.4,30,30,35,1.20,30,30,2,0.10
Tanner Cuff,https://www.on3.com/db/tanner-cuff-250145/,SG,SR,6-7,,American Fork,"(American Fork, UT)",87.00,,Entered,Evansville,,https://www.cbssports.com/college-basketball/players/29232639/tanner-cuff/,G,EVAN,32,32,32.8,8.8,108,218,49.5,14,42,33.3,53,88,60.2,32,32,32.8,38,160,198,6.2,32,32,103,3.2,40,1.3,2.6,32,32,43,1.30,32,32,10,0.30
Tanner Thomas,https://www.on3.com/db/tanner-thomas-250199/,SF,RS-JR,6-6,215,The Williston Northampton School,"(Stamford, CT)",88.00,,Entered,Sacred Heart,,https://www.cbssports.com/college-basketball/players/26777729/tanner-thomas/,F,SACHRT,28,27,30.3,14.5,167,369,45.3,43,116,37.1,29,40,72.5,28,27,30.3,48,124,172,6.1,28,27,40,1.4,41,1.5,1.0,28,27,16,0.60,28,27,14,0.50
Tanner Toolson,https://www.on3.com/db/tanner-toolson-110214/,SG,JR,6-5,175,Evergreen,"(Vancouver, WA)",91.58,,Entered,Utah Valley University,,https://www.cbssports.com/college-basketball/players/28952174/tanner-toolson/,G,UTVALL,34,34,28.9,13.3,155,342,45.3,66,189,34.9,76,96,79.2,34,34,28.9,39,97,136,4.0,34,34,56,1.6,43,1.3,1.3,34,34,38,1.10,34,34,9,0.30
Tarence Guinyard,https://www.on3.com/db/tarence-guinyard-250083/,CG,FR,6-2,170,Lennard,"(Tampa, FL)",90.00,,Entered,UT Martin,,https://www.cbssports.com/college-basketball/players/29555898/tarence-guinyard/,G,TNMART,32,28,28.3,16.3,164,369,44.4,51,156,32.7,142,191,74.3,32,28,28.3,33,116,149,4.7,32,28,72,2.3,58,1.8,1.2,32,28,43,1.30,32,28,6,0.20
Tariq Francis,https://www.on3.com/db/tariq-francis-250264/,PG,SO,6-0,180,First Love Christian Academy,"(Pittsburgh, PA)",87.50,,Entered,New Jersey Institute of Technology,,https://www.cbssports.com/college-basketball/players/29230827/tariq-francis/,G,NJTECH,27,26,34.6,19.2,183,496,36.9,69,213,32.4,84,100,84.0,27,26,34.6,18,98,116,4.3,27,26,97,3.6,83,3.1,1.2,27,26,28,1.00,27,26,1,0.00
Tavion Banks,https://www.on3.com/db/tavion-banks-250416/,SF,JR,6-7,200,Minnesota Preparatory Academy,"(Kansas City, MO)",90.95,,Committed,Drake,Iowa Hawkeyes,https://www.cbssports.com/college-basketball/players/29557740/tavion-banks/,G,DRAKE,34,1,20.1,10.1,115,221,52.0,2,22,9.1,110,156,70.5,34,1,20.1,70,101,171,5.0,34,1,35,1.0,47,1.4,0.7,34,1,24,0.70,34,1,14,0.40
Taye Fields,https://www.on3.com/db/taye-fields-250699/,SG,SR,6-4,212,Lee,"(Huntsville, AL)",94.88,,Entered,North Alabama,,https://www.cbssports.com/college-basketball/players/29555421/taye-fields/,G,NALAB,35,35,29.2,11.2,153,286,53.5,10,28,35.7,75,101,74.3,35,35,29.2,108,192,300,8.6,35,35,122,3.5,52,1.5,2.3,35,35,51,1.50,35,35,38,1.10
Taylor Bol Bowen,https://www.on3.com/db/taylor-bol-bowen-110711/,SF,SO,6-9,195,Brewster Academy,"(Jericho, VT)",95.27,,Committed,Florida State,Alabama Crimson Tide,https://www.cbssports.com/college-basketball/players/29234605/taylor-bol-bowen/,F,FSU,29,28,24.9,8.0,82,172,47.7,29,70,41.4,39,50,78.0,29,28,24.9,35,116,151,5.2,29,28,24,0.8,42,1.4,0.6,29,28,29,1.00,29,28,43,1.50
Tayshawn Comer,https://www.on3.com/db/tayshawn-comer-110965/,CG,JR,5-11,175,Cathedral,"(Indianapolis, IN)",,,Entered,Evansville,,https://www.cbssports.com/college-basketball/players/28955525/tayshawn-comer/,G,EVAN,32,32,35.9,16.2,165,427,38.6,48,158,30.4,140,178,78.7,32,32,35.9,9,108,117,3.7,32,32,131,4.1,105,3.3,1.2,32,32,38,1.20,32,32,5,0.20
Tayton Conerway,https://www.on3.com/db/tayton-conerway-250256/,CG,SR,6-3,186,Centennial,"(Burleson, TX)",93.81,,Committed,Troy,Indiana Hoosiers,https://www.cbssports.com/college-basketball/players/29234857/tayton-conerway/,G,TROY,34,34,30.3,14.2,185,393,47.1,37,137,27.0,77,116,66.4,34,34,30.3,66,90,156,4.6,34,34,162,4.8,93,2.7,1.7,34,34,98,2.90,34,34,15,0.40
